Symbol
AAPL																					
NVDA																					
MSFT																					
AMZN																					
META																					
TSLA																					
GOOGL																					
GOOG																					
LLY																					
V																					
MA																					
COST																					
NFLX																					
AVGO																					
CRM																					
ADBE																					
AMD																					
LIN																					
NOW																					
MCD																					
ISRG																					
TXN																					
BKNG																					
INTU																					
SPGI																					
AMAT																					
UBER																					
TJX																					
PLTR																					
BX																					
SYK																					
BSX																					
PANW																					
ADP																					
VRTX																					
SBUX																					
TMUS																					
BA																					
ACN																					
DIS																					
ANET																					
AMT																					
LRCX																					
GEV																					
GE																					
EQIX																					
SHW																					
APH																					
SNPS																					
KLAC
